,Unnamed: 0,User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Sum_purchase,GenderInt,AgeInt,Count_purchase
3106,3106,1003194,M,26-35,15,2,2,0,205601,0,2,19.0
3107,3107,1003195,M,18-25,4,1,4,0,1118425,0,1,108.0
3108,3108,1003196,F,18-25,4,2,4,0,1093009,1,1,154.0
3109,3109,1003197,F,18-25,14,0,4,0,789379,1,1,82.0
3110,3110,1003198,M,26-35,12,0,1,0,421464,0,2,50.0
3111,3111,1003199,M,18-25,0,1,2,0,669657,0,1,64.0
3112,3112,1003200,F,26-35,1,1,4,0,804333,1,2,89.0
3113,3113,1003201,M,46-50,7,1,0,1,2472630,0,4,242.0
3114,3114,1003202,F,18-25,4,0,1,0,606802,1,1,66.0
3115,3115,1003203,M,36-45,0,2,1,0,816351,0,3,80.0
3116,3116,1003204,M,46-50,16,1,3,1,269591,0,4,29.0
3117,3117,1003205,F,36-45,16,1,1,0,1646675,1,3,176.0
3118,3118,1003206,M,18-25,20,2,2,0,515379,0,1,62.0
3119,3119,1003207,M,36-45,7,0,0,0,661857,0,3,63.0
3120,3120,1003208,M,26-35,14,1,4,0,2040500,0,2,231.0
3121,3121,1003209,M,26-35,0,2,3,0,1080973,0,2,136.0
3122,3122,1003211,M,51-55,16,1,4,0,421730,0,5,46.0
3123,3123,1003212,F,26-35,17,0,1,0,104481,1,2,15.0
3124,3124,1003213,F,26-35,1,2,3,0,661756,1,2,74.0
3125,3125,1003214,F,55+,7,0,2,0,183513,1,6,18.0
3126,3126,1003215,F,51-55,13,1,2,1,149101,1,5,18.0
3127,3127,1003216,M,36-45,1,1,1,0,1287087,0,3,166.0
3128,3128,1003217,F,36-45,0,0,0,0,1882898,1,3,201.0
3129,3129,1003218,M,55+,6,2,4,1,251218,0,6,34.0
3130,3130,1003219,F,18-25,4,2,1,0,706941,1,1,77.0
3131,3131,1003220,M,36-45,7,1,0,1,306349,0,3,31.0
3132,3132,1003221,M,26-35,0,2,0,0,320183,0,2,23.0
3133,3133,1003222,M,36-45,7,2,4,1,167138,0,3,12.0
3134,3134,1003223,M,26-35,20,0,1,1,325347,0,2,32.0
3135,3135,1003224,F,26-35,14,0,3,1,5673106,1,2,622.0
3136,3136,1003225,M,18-25,0,2,1,0,136919,0,1,15.0
3137,3137,1003226,M,36-45,4,0,1,1,762076,0,3,70.0
3138,3138,1003227,F,26-35,14,0,2,0,1802590,1,2,212.0
3139,3139,1003229,F,55+,1,1,3,0,883699,1,6,104.0
3140,3140,1003230,M,36-45,16,0,0,0,1014090,0,3,83.0
3141,3141,1003231,M,26-35,7,0,1,1,868026,0,2,85.0
3142,3142,1003232,M,36-45,12,2,4,0,239367,0,3,40.0
3143,3143,1003233,M,51-55,2,0,4,0,743901,0,5,83.0
3144,3144,1003234,F,0-17,0,1,1,0,90628,1,0,9.0
3145,3145,1003235,M,18-25,4,2,4,0,219359,0,1,21.0
3146,3146,1003237,M,36-45,7,2,2,1,469455,0,3,48.0
3147,3147,1003238,M,36-45,7,2,1,1,211971,0,3,17.0
3148,3148,1003239,F,26-35,12,2,3,0,379252,1,2,45.0
3149,3149,1003240,M,18-25,4,1,1,0,636113,0,1,83.0
3150,3150,1003241,F,51-55,0,2,0,1,210475,1,5,27.0
3151,3151,1003242,M,51-55,13,2,4,1,1442677,0,5,111.0
3152,3152,1003243,M,26-35,12,1,1,1,1446849,0,2,130.0
3153,3153,1003244,F,18-25,4,2,2,0,131656,1,1,13.0
3154,3154,1003245,M,18-25,2,2,0,1,314108,0,1,45.0
3155,3155,1003246,F,36-45,1,1,1,1,1000347,1,3,121.0
3156,3156,1003247,M,36-45,15,1,4,0,186784,0,3,14.0
3157,3157,1003248,F,26-35,7,1,3,0,484746,1,2,56.0
3158,3158,1003249,F,26-35,4,2,2,0,248683,1,2,28.0
3159,3159,1003250,M,26-35,4,1,2,1,644091,0,2,76.0
3160,3160,1003251,M,36-45,17,2,3,0,306399,0,3,31.0
3161,3161,1003252,M,51-55,0,2,2,1,124869,0,5,17.0
3162,3162,1003253,F,36-45,4,1,3,0,728292,1,3,92.0
3163,3163,1003254,F,36-45,6,2,1,1,87784,1,3,14.0
3164,3164,1003255,F,26-35,15,2,1,1,162333,1,2,21.0
3165,3165,1003256,M,26-35,15,2,1,1,372594,0,2,32.0
3166,3166,1003257,M,26-35,14,2,1,0,580216,0,2,47.0
3167,3167,1003258,M,46-50,6,2,1,1,245518,0,4,27.0
3168,3168,1003259,F,18-25,4,0,2,0,2335193,1,1,219.0
3169,3169,1003260,M,26-35,4,2,2,1,1247773,0,2,120.0
3170,3170,1003261,M,46-50,20,1,1,1,2348158,0,4,290.0
3171,3171,1003262,M,26-35,14,1,2,1,383373,0,2,54.0
3172,3172,1003263,M,51-55,11,0,4,0,875489,0,5,66.0
3173,3173,1003264,F,26-35,1,2,0,1,75016,1,2,12.0
3174,3174,1003265,M,26-35,15,0,1,0,2370964,0,2,285.0
3175,3175,1003266,F,26-35,4,0,0,0,1001505,1,2,96.0
3176,3176,1003267,M,26-35,4,0,2,0,510816,0,2,60.0
3177,3177,1003268,M,26-35,12,2,1,0,388016,0,2,38.0
3178,3178,1003269,F,18-25,20,2,4,0,561323,1,1,53.0
3179,3179,1003270,M,18-25,11,2,3,1,707448,0,1,68.0
3180,3180,1003272,M,36-45,0,1,1,0,4357735,0,3,458.0
3181,3181,1003273,M,36-45,7,1,1,0,126260,0,3,11.0
3182,3182,1003274,M,26-35,20,2,4,0,1094198,0,2,106.0
3183,3183,1003275,M,36-45,7,1,2,0,55900,0,3,7.0
3184,3184,1003276,M,26-35,20,1,2,1,108543,0,2,16.0
3185,3185,1003277,M,26-35,17,0,4,0,886077,0,2,84.0
3186,3186,1003278,M,36-45,7,0,1,1,189822,0,3,27.0
3187,3187,1003279,M,46-50,15,2,4,1,508617,0,4,56.0
3188,3188,1003280,M,26-35,7,1,1,0,2554045,0,2,370.0
3189,3189,1003281,M,26-35,17,2,3,0,1208992,0,2,93.0
3190,3190,1003282,M,46-50,3,0,4,1,165871,0,4,17.0
3191,3191,1003283,M,36-45,16,2,0,1,1391587,0,3,143.0
3192,3192,1003284,M,26-35,6,0,1,1,210506,0,2,20.0
3193,3193,1003285,M,26-35,4,1,3,0,3218380,0,2,359.0
3194,3194,1003286,F,36-45,7,1,4,1,119485,1,3,17.0
3195,3195,1003287,M,55+,13,2,1,1,87982,0,6,12.0
3196,3196,1003288,M,26-35,14,0,4,0,117226,0,2,11.0
3197,3197,1003289,M,46-50,6,2,1,1,493712,0,4,47.0
3198,3198,1003290,M,26-35,14,0,1,0,700003,0,2,100.0
3199,3199,1003291,F,26-35,7,1,4,0,55347,1,2,7.0
3200,3200,1003292,F,51-55,6,1,3,0,4799323,1,5,501.0
3201,3201,1003293,M,46-50,14,1,2,1,215322,0,4,25.0
3202,3202,1003294,M,18-25,4,1,3,0,705601,0,1,54.0
3203,3203,1003295,M,18-25,18,1,1,0,486248,0,1,44.0
3204,3204,1003296,M,18-25,14,0,1,1,496764,0,1,47.0
3205,3205,1003297,M,18-25,4,0,3,0,644894,0,1,72.0
3206,3206,1003298,M,0-17,10,2,3,0,125125,0,0,13.0
3207,3207,1003299,F,26-35,4,1,2,0,1673695,1,2,166.0
3208,3208,1003300,M,36-45,5,1,1,0,2201595,0,3,216.0
3209,3209,1003301,F,26-35,2,1,3,0,1639750,1,2,188.0
3210,3210,1003302,M,26-35,17,2,4,0,365501,0,2,37.0
3211,3211,1003303,M,55+,17,1,3,1,143104,0,6,13.0
3212,3212,1003304,F,46-50,5,1,1,1,940358,1,4,101.0
3213,3213,1003305,M,55+,20,2,0,0,684494,0,6,59.0
3214,3214,1003306,M,46-50,14,2,1,1,409345,0,4,30.0
3215,3215,1003307,M,51-55,6,2,1,1,97716,0,5,14.0
3216,3216,1003308,F,18-25,20,1,3,1,3374597,1,1,410.0
3217,3217,1003309,M,26-35,17,2,2,1,1449360,0,2,156.0
3218,3218,1003310,M,46-50,14,2,0,1,385971,0,4,39.0
3219,3219,1003311,M,26-35,4,0,4,0,3955182,0,2,537.0
3220,3220,1003312,F,18-25,4,0,3,0,2838896,1,1,379.0
3221,3221,1003313,M,36-45,20,0,2,0,2772227,0,3,269.0
3222,3222,1003314,M,26-35,7,2,2,0,1981060,0,2,178.0
3223,3223,1003315,M,26-35,12,1,1,1,1177409,0,2,104.0
3224,3224,1003316,M,0-17,19,2,2,0,298755,0,0,23.0
3225,3225,1003317,M,26-35,4,0,4,1,815614,0,2,66.0
3226,3226,1003318,M,55+,13,2,4,1,474009,0,6,42.0
3227,3227,1003319,F,55+,13,1,1,1,500079,1,6,67.0
3228,3228,1003320,M,26-35,1,1,1,1,2487599,0,2,310.0
3229,3229,1003321,M,36-45,1,0,1,0,375291,0,3,38.0
3230,3230,1003322,F,18-25,4,1,2,0,331108,1,1,25.0
3231,3231,1003323,M,36-45,14,2,2,1,595933,0,3,76.0
3232,3232,1003324,M,36-45,17,2,1,0,169624,0,3,12.0
3233,3233,1003325,F,36-45,14,2,2,1,108553,1,3,17.0
3234,3234,1003326,M,46-50,7,2,3,1,260008,0,4,27.0
3235,3235,1003327,M,18-25,12,1,4,0,1878371,0,1,188.0
3236,3236,1003328,M,55+,19,2,2,1,1298497,0,6,167.0
3237,3237,1003329,M,51-55,18,1,1,1,654714,0,5,75.0
3238,3238,1003330,F,36-45,1,2,2,1,87616,1,3,10.0
3239,3239,1003331,F,26-35,7,1,3,0,790908,1,2,77.0
3240,3240,1003332,M,26-35,7,1,2,1,421791,0,2,54.0
3241,3241,1003333,M,18-25,16,2,1,0,1022582,0,1,106.0
3242,3242,1003334,M,36-45,0,2,3,0,465851,0,3,47.0
3243,3243,1003335,M,26-35,0,0,4,0,120413,0,2,14.0
3244,3244,1003336,M,36-45,17,1,2,1,2646558,0,3,366.0
3245,3245,1003337,M,26-35,4,0,1,0,385617,0,2,37.0
3246,3246,1003338,M,46-50,16,2,3,1,155546,0,4,19.0
3247,3247,1003339,M,26-35,17,2,0,0,430076,0,2,48.0
3248,3248,1003340,M,46-50,16,2,1,1,814748,0,4,72.0
3249,3249,1003341,M,26-35,20,1,4,0,894439,0,2,82.0
3250,3250,1003342,F,26-35,5,2,1,0,335517,1,2,38.0
3251,3251,1003343,F,18-25,4,1,1,0,323306,1,1,30.0
3252,3252,1003344,M,36-45,0,2,2,0,396916,0,3,34.0
3253,3253,1003345,M,26-35,7,2,4,0,794512,0,2,89.0
3254,3254,1003346,M,36-45,7,1,3,1,1119141,0,3,115.0
3255,3255,1003347,F,36-45,7,2,0,1,325166,1,3,28.0
3256,3256,1003348,M,46-50,16,2,4,1,268077,0,4,27.0
3257,3257,1003349,F,18-25,4,1,1,0,918696,1,1,81.0
3258,3258,1003351,F,18-25,5,2,0,1,151660,1,1,14.0
3259,3259,1003352,M,36-45,0,2,1,0,349885,0,3,58.0
3260,3260,1003353,M,36-45,17,0,3,0,1667979,0,3,131.0
3261,3261,1003354,M,26-35,7,2,2,1,171032,0,2,15.0
3262,3262,1003355,M,26-35,1,2,0,0,199210,0,2,19.0
3263,3263,1003356,M,36-45,7,2,2,1,1689317,0,3,151.0
3264,3264,1003357,M,26-35,18,2,2,1,401191,0,2,36.0
3265,3265,1003358,F,26-35,1,1,3,0,1424026,1,2,135.0
3266,3266,1003359,M,26-35,20,2,1,0,469439,0,2,51.0
3267,3267,1003360,F,26-35,0,0,3,0,188816,1,2,26.0
3268,3268,1003361,M,26-35,4,1,0,0,1282331,0,2,103.0
3269,3269,1003362,F,26-35,0,2,2,1,329130,1,2,47.0
3270,3270,1003363,F,36-45,9,1,2,1,1132435,1,3,146.0
3271,3271,1003364,M,55+,13,2,4,0,513872,0,6,62.0
3272,3272,1003365,M,51-55,17,2,3,1,1849338,0,5,191.0
3273,3273,1003366,M,36-45,14,2,1,1,215286,0,3,17.0
3274,3274,1003367,M,51-55,16,0,1,1,2014368,0,5,208.0
3275,3275,1003368,M,26-35,14,2,1,1,533461,0,2,49.0
3276,3276,1003370,M,18-25,4,2,1,0,928158,0,1,106.0
3277,3277,1003371,M,26-35,2,0,3,0,2277249,0,2,274.0
3278,3278,1003372,M,55+,13,1,1,1,108499,0,6,11.0
3279,3279,1003373,M,18-25,16,2,4,0,184696,0,1,16.0
3280,3280,1003374,M,36-45,5,2,3,0,424258,0,3,47.0
3281,3281,1003375,M,26-35,4,2,4,1,128029,0,2,13.0
3282,3282,1003376,M,36-45,16,2,1,0,109808,0,3,13.0
3283,3283,1003377,M,26-35,17,2,1,0,1296131,0,2,92.0
3284,3284,1003378,M,18-25,4,0,1,0,1115296,0,1,125.0
3285,3285,1003379,M,36-45,1,0,1,0,140672,0,3,18.0
3286,3286,1003380,M,51-55,0,1,2,1,2400099,0,5,256.0
3287,3287,1003381,M,26-35,0,2,1,1,128873,0,2,18.0
3288,3288,1003382,F,0-17,10,0,2,0,221708,1,0,29.0
3289,3289,1003383,M,55+,16,2,4,1,208387,0,6,23.0
3290,3290,1003384,M,36-45,7,2,1,0,720771,0,3,75.0
3291,3291,1003385,F,26-35,9,2,1,0,203009,1,2,20.0
3292,3292,1003386,M,18-25,4,1,3,0,624177,0,1,76.0
3293,3293,1003387,M,18-25,1,1,3,1,698095,0,1,78.0
3294,3294,1003388,F,26-35,1,0,4,0,89764,1,2,9.0
3295,3295,1003389,M,18-25,0,0,0,0,2580955,0,1,321.0
3296,3296,1003390,F,46-50,20,2,1,1,998188,1,4,112.0
3297,3297,1003391,M,18-25,4,0,0,0,6476786,0,1,697.0
3298,3298,1003392,M,51-55,6,2,1,1,141807,0,5,17.0
3299,3299,1003393,M,36-45,12,2,3,1,1316084,0,3,141.0
3300,3300,1003394,M,36-45,7,1,4,0,2232062,0,3,204.0
3301,3301,1003395,M,26-35,7,0,1,0,324783,0,2,33.0
3302,3302,1003396,M,26-35,12,1,4,0,195736,0,2,17.0
3303,3303,1003397,M,26-35,5,1,0,0,179499,0,2,15.0
3304,3304,1003398,M,18-25,20,2,4,1,246163,0,1,28.0
3305,3305,1003399,M,26-35,4,2,1,0,784769,0,2,70.0
3306,3306,1003400,M,26-35,14,2,4,1,1657834,0,2,116.0
3307,3307,1003401,M,36-45,7,1,1,0,3466202,0,3,466.0
3308,3308,1003402,M,36-45,20,1,4,0,1568562,0,3,171.0
3309,3309,1003403,M,36-45,5,2,1,0,1446089,0,3,118.0
3310,3310,1003404,M,26-35,8,0,1,0,252794,0,2,18.0
3311,3311,1003405,M,36-45,14,1,4,0,191203,0,3,16.0
3312,3312,1003406,F,26-35,7,2,4,0,235990,1,2,23.0
3313,3313,1003407,F,46-50,5,2,1,0,125919,1,4,11.0
3314,3314,1003408,M,26-35,17,2,1,0,618809,0,2,60.0
3315,3315,1003409,M,26-35,4,2,4,1,306391,0,2,24.0
3316,3316,1003410,M,36-45,1,1,3,1,3155812,0,3,407.0
3317,3317,1003411,M,18-25,4,0,4,0,1434879,0,1,188.0
3318,3318,1003412,M,26-35,18,2,1,0,1655986,0,2,151.0
3319,3319,1003413,F,26-35,17,1,2,0,583719,1,2,63.0
3320,3320,1003414,M,26-35,17,2,1,1,2456078,0,2,172.0
3321,3321,1003415,M,36-45,7,2,0,0,892950,0,3,88.0
3322,3322,1003416,M,26-35,12,1,4,1,2996481,0,2,282.0
3323,3323,1003417,F,18-25,2,2,2,1,453470,1,1,52.0
3324,3324,1003418,F,18-25,3,2,4,0,976001,1,1,110.0
3325,3325,1003419,M,46-50,1,1,1,1,728652,0,4,62.0
3326,3326,1003420,F,26-35,7,0,3,0,1185786,1,2,115.0
3327,3327,1003421,M,46-50,7,1,3,1,153264,0,4,16.0
3328,3328,1003422,M,26-35,5,1,2,0,1408510,0,2,209.0
3329,3329,1003423,M,26-35,7,2,2,0,1718386,0,2,170.0
3330,3330,1003424,M,26-35,6,2,1,1,445049,0,2,42.0
3331,3331,1003425,M,18-25,20,0,1,0,2499472,0,1,268.0
3332,3332,1003426,M,26-35,20,1,1,0,861958,0,2,69.0
3333,3333,1003427,M,26-35,14,2,2,0,322187,0,2,26.0
3334,3334,1003428,M,46-50,1,2,4,1,850415,0,4,95.0
3335,3335,1003429,F,26-35,7,1,1,1,172328,1,2,20.0
3336,3336,1003430,F,46-50,1,1,1,1,1808784,1,4,222.0
3337,3337,1003431,F,46-50,6,1,1,1,330214,1,4,31.0
3338,3338,1003432,M,26-35,12,2,4,0,668448,0,2,71.0
3339,3339,1003433,M,18-25,12,0,1,0,355547,0,1,48.0
3340,3340,1003434,M,18-25,4,1,1,0,1091013,0,1,104.0
3341,3341,1003435,M,46-50,1,1,3,0,700653,0,4,73.0
3342,3342,1003436,M,36-45,0,2,1,0,1123631,0,3,109.0
3343,3343,1003437,F,26-35,0,2,2,1,243006,1,2,27.0
3344,3344,1003438,F,26-35,0,2,0,1,430149,1,2,50.0
3345,3345,1003439,M,18-25,17,2,3,0,675153,0,1,56.0
3346,3346,1003440,M,55+,17,2,3,0,186272,0,6,12.0
3347,3347,1003441,F,26-35,14,0,2,0,1484513,1,2,183.0
3348,3348,1003442,M,18-25,12,1,3,0,1104178,0,1,112.0
3349,3349,1003443,F,36-45,17,2,1,0,202770,1,3,16.0
3350,3350,1003444,M,51-55,14,2,1,1,541557,0,5,71.0
3351,3351,1003445,F,36-45,20,2,1,0,789920,1,3,77.0
3352,3352,1003446,M,26-35,7,2,1,0,171244,0,2,19.0
3353,3353,1003447,M,26-35,12,1,0,0,537649,0,2,45.0
3354,3354,1003448,F,18-25,3,0,4,0,155336,1,1,14.0
3355,3355,1003449,M,26-35,14,1,3,0,491928,0,2,41.0
3356,3356,1003450,M,26-35,5,1,3,0,1095554,0,2,112.0
3357,3357,1003451,F,26-35,11,0,0,0,280523,1,2,34.0
3358,3358,1003452,M,26-35,14,2,1,1,609106,0,2,52.0
3359,3359,1003453,M,36-45,7,2,1,0,1713367,0,3,189.0
3360,3360,1003454,M,18-25,0,0,1,1,1890167,0,1,198.0
3361,3361,1003455,F,26-35,0,2,2,0,131674,1,2,14.0
3362,3362,1003456,M,26-35,17,2,3,0,421778,0,2,30.0
3363,3363,1003457,M,26-35,20,2,1,0,819161,0,2,90.0
3364,3364,1003458,M,46-50,0,2,1,0,841484,0,4,98.0
3365,3365,1003459,M,18-25,4,2,0,0,205135,0,1,18.0
3366,3366,1003460,M,0-17,4,1,1,0,536328,0,0,43.0
3367,3367,1003461,M,36-45,0,2,0,0,350174,0,3,20.0
3368,3368,1003462,F,26-35,4,1,3,0,2401564,1,2,311.0
3369,3369,1003463,M,26-35,15,2,2,1,189078,0,2,21.0
3370,3370,1003464,F,26-35,14,1,4,1,1980424,1,2,220.0
3371,3371,1003465,M,26-35,14,2,3,1,427308,0,2,37.0
3372,3372,1003466,M,26-35,14,1,1,0,280494,0,2,26.0
3373,3373,1003467,M,26-35,14,0,1,1,365833,0,2,31.0
3374,3374,1003468,M,26-35,20,2,2,1,337250,0,2,35.0
3375,3375,1003469,M,46-50,17,1,3,1,2668388,0,4,259.0
3376,3376,1003470,M,36-45,17,2,1,0,405540,0,3,45.0
3377,3377,1003471,M,18-25,4,0,1,0,4028509,0,1,471.0
3378,3378,1003472,M,26-35,6,2,2,1,271927,0,2,26.0
3379,3379,1003473,F,36-45,16,0,1,1,778188,1,3,88.0
3380,3380,1003474,M,36-45,11,2,4,1,1165817,0,3,109.0
3381,3381,1003475,M,26-35,14,0,1,0,2521579,0,2,355.0
3382,3382,1003476,M,51-55,0,1,2,1,2487397,0,5,384.0
3383,3383,1003477,F,51-55,1,0,1,1,594085,1,5,75.0
3384,3384,1003478,M,26-35,7,0,1,1,329508,0,2,47.0
3385,3385,1003479,M,18-25,4,2,2,0,517478,0,1,56.0
3386,3386,1003480,M,26-35,0,2,0,0,294886,0,2,28.0
3387,3387,1003481,M,18-25,4,1,1,1,847923,0,1,84.0
3388,3388,1003482,M,51-55,17,2,2,1,449961,0,5,38.0
3389,3389,1003483,F,46-50,7,1,0,1,4002278,1,4,390.0
3390,3390,1003484,M,18-25,4,2,1,0,740697,0,1,102.0
3391,3391,1003485,M,26-35,0,1,3,0,261697,0,2,24.0
3392,3392,1003486,F,18-25,0,0,1,0,425488,1,1,53.0
3393,3393,1003487,M,18-25,4,0,1,1,1474109,0,1,163.0
3394,3394,1003488,M,46-50,17,1,3,1,141758,0,4,14.0
3395,3395,1003489,M,18-25,4,0,1,0,402682,0,1,53.0
3396,3396,1003490,M,26-35,0,2,4,1,1247940,0,2,126.0
3397,3397,1003491,M,26-35,16,1,1,0,4016045,0,2,405.0
3398,3398,1003492,M,36-45,7,1,2,0,303760,0,3,39.0
3399,3399,1003493,M,26-35,17,2,1,0,908007,0,2,90.0
3400,3400,1003494,M,26-35,1,2,0,1,127886,0,2,13.0
3401,3401,1003495,M,18-25,4,1,0,0,89900,0,1,9.0
3402,3402,1003496,M,36-45,5,2,2,1,127898,0,3,17.0
3403,3403,1003497,F,36-45,2,0,2,0,641065,1,3,57.0
3404,3404,1003498,M,26-35,17,2,3,0,608211,0,2,67.0
3405,3405,1003499,M,26-35,3,0,2,0,2785523,0,2,257.0
3406,3406,1003500,M,36-45,7,2,1,1,368715,0,3,39.0
3407,3407,1003501,F,36-45,7,2,1,0,1122232,1,3,111.0
3408,3408,1003502,F,18-25,7,2,4,1,248169,1,1,22.0
3409,3409,1003503,M,18-25,4,1,0,0,2930876,0,1,275.0
3410,3410,1003504,M,18-25,7,1,1,0,962346,0,1,115.0
3411,3411,1003505,F,26-35,15,0,0,1,584424,1,2,59.0
3412,3412,1003506,M,18-25,12,2,1,0,403700,0,1,34.0
3413,3413,1003507,M,26-35,0,0,3,0,4528519,0,2,529.0
3414,3414,1003508,M,18-25,4,2,0,1,294634,0,1,24.0
3415,3415,1003509,M,18-25,4,0,0,0,2085665,0,1,238.0
3416,3416,1003510,F,18-25,4,1,1,1,317229,1,1,32.0
3417,3417,1003511,M,51-55,0,2,2,1,1536313,0,5,124.0
3418,3418,1003512,M,18-25,17,0,2,0,2316798,0,1,243.0
3419,3419,1003513,M,26-35,16,2,1,0,1483449,0,2,164.0
3420,3420,1003514,M,18-25,12,2,1,0,428796,0,1,39.0
3421,3421,1003515,M,36-45,3,2,0,0,477088,0,3,48.0
3422,3422,1003516,M,18-25,4,2,0,0,867053,0,1,81.0
3423,3423,1003517,M,18-25,12,2,3,0,609682,0,1,64.0
3424,3424,1003518,F,18-25,7,0,2,0,2348526,1,1,286.0
3425,3425,1003519,F,26-35,14,0,1,1,2700913,1,2,377.0
3426,3426,1003521,M,26-35,0,1,3,0,1974435,0,2,229.0
3427,3427,1003522,M,18-25,0,2,2,0,442797,0,1,35.0
3428,3428,1003523,M,36-45,7,2,0,0,232658,0,3,20.0
3429,3429,1003524,F,26-35,0,2,4,0,747958,1,2,88.0
3430,3430,1003525,F,18-25,4,1,1,1,402719,1,1,44.0
3431,3431,1003526,M,36-45,2,1,1,1,4131119,0,3,547.0
3432,3432,1003527,M,26-35,0,1,2,1,272033,0,2,27.0
3433,3433,1003528,M,36-45,5,2,1,0,345741,0,3,70.0
3434,3434,1003529,F,46-50,1,2,0,1,1117021,1,4,130.0
3435,3435,1003530,M,26-35,0,2,1,0,129382,0,2,11.0
3436,3436,1003531,F,26-35,11,2,1,1,390305,1,2,39.0
3437,3437,1003532,F,36-45,14,1,1,0,678112,1,3,72.0
3438,3438,1003533,M,26-35,2,0,2,1,484228,0,2,51.0
3439,3439,1003535,M,46-50,18,2,1,1,171633,0,4,12.0
3440,3440,1003536,M,18-25,4,2,0,0,1023547,0,1,95.0
3441,3441,1003537,M,0-17,10,2,1,0,265848,0,0,33.0
3442,3442,1003538,M,36-45,0,2,2,1,888399,0,3,96.0
3443,3443,1003539,F,26-35,4,0,1,1,6186498,1,2,616.0
3444,3444,1003540,M,18-25,17,1,2,1,1287113,0,1,112.0
3445,3445,1003541,M,26-35,3,2,1,1,228829,0,2,21.0
3446,3446,1003542,M,26-35,15,2,1,0,80983,0,2,7.0
3447,3447,1003543,M,26-35,17,2,2,1,496419,0,2,54.0
3448,3448,1003544,F,26-35,4,1,3,1,84028,1,2,12.0
3449,3449,1003545,M,36-45,12,1,2,0,156499,0,3,15.0
3450,3450,1003546,M,26-35,20,1,3,0,2068921,0,2,224.0
3451,3451,1003547,M,36-45,16,0,2,0,1567750,0,3,187.0
3452,3452,1003548,M,46-50,7,2,1,1,106437,0,4,17.0
3453,3453,1003549,F,36-45,7,2,4,0,204128,1,3,22.0
3454,3454,1003550,M,26-35,5,1,0,0,1908441,0,2,202.0
3455,3455,1003551,F,55+,0,2,0,1,468260,1,6,47.0
3456,3456,1003552,F,36-45,2,2,4,0,126186,1,3,15.0
3457,3457,1003553,M,36-45,16,2,0,1,476461,0,3,30.0
3458,3458,1003554,M,26-35,15,2,1,1,159744,0,2,17.0
3459,3459,1003555,M,55+,7,2,1,0,794500,0,6,73.0
3460,3460,1003556,M,26-35,17,2,1,1,822336,0,2,64.0
3461,3461,1003557,M,18-25,5,1,0,1,2135035,0,1,228.0
3462,3462,1003558,M,18-25,17,0,3,0,2092053,0,1,179.0
3463,3463,1003559,M,18-25,4,2,2,0,441506,0,1,47.0
3464,3464,1003560,F,26-35,6,1,4,1,814121,1,2,81.0
3465,3465,1003562,F,26-35,6,1,4,0,3246000,1,2,390.0
3466,3466,1003563,M,26-35,2,0,3,0,1109470,0,2,119.0
3467,3467,1003564,M,26-35,11,2,4,0,877000,0,2,89.0
3468,3468,1003565,M,26-35,18,2,2,1,810594,0,2,74.0
3469,3469,1003566,M,46-50,0,2,3,0,128974,0,4,13.0
3470,3470,1003567,M,26-35,14,2,1,1,441279,0,2,43.0
3471,3471,1003568,M,26-35,0,2,1,1,819202,0,2,65.0
3472,3472,1003569,F,18-25,2,1,1,0,1878343,1,1,270.0
3473,3473,1003571,M,18-25,4,2,1,0,537636,0,1,60.0
3474,3474,1003572,M,36-45,11,2,1,0,613832,0,3,70.0
3475,3475,1003573,M,0-17,10,1,1,0,287410,0,0,25.0
3476,3476,1003574,F,36-45,6,0,1,1,962820,1,3,101.0
3477,3477,1003575,M,26-35,18,2,1,1,162640,0,2,19.0
3478,3478,1003576,M,51-55,7,1,3,1,2655977,0,5,314.0
3479,3479,1003577,F,55+,0,2,2,0,381037,1,6,46.0
3480,3480,1003578,M,51-55,3,2,0,1,1377784,0,5,152.0
3481,3481,1003579,M,18-25,0,2,2,0,1922679,0,1,155.0
3482,3482,1003580,F,18-25,3,2,0,0,600524,1,1,44.0
3483,3483,1003581,M,18-25,1,2,0,0,209491,0,1,17.0
3484,3484,1003582,F,36-45,0,2,1,0,630021,1,3,51.0
3485,3485,1003583,F,26-35,9,2,4,0,181565,1,2,20.0
3486,3486,1003584,M,18-25,0,2,4,1,373381,0,1,33.0
3487,3487,1003585,M,36-45,20,0,0,1,1193768,0,3,146.0
3488,3488,1003586,M,36-45,20,0,2,1,611650,0,3,82.0
3489,3489,1003587,M,36-45,3,2,1,0,224035,0,3,22.0
3490,3490,1003588,M,26-35,2,1,4,0,1670373,0,2,124.0
3491,3491,1003589,F,46-50,0,1,1,1,3014776,1,4,389.0
3492,3492,1003590,F,18-25,15,0,1,0,2593226,1,1,246.0
3493,3493,1003591,M,36-45,6,2,1,0,1203184,0,3,122.0
3494,3494,1003592,F,55+,2,1,2,1,2042968,1,6,217.0
3495,3495,1003593,F,26-35,9,2,1,0,281828,1,2,42.0
3496,3496,1003594,M,0-17,0,1,0,0,969799,0,0,94.0
3497,3497,1003595,M,26-35,0,2,2,0,223851,0,2,22.0
3498,3498,1003596,F,36-45,4,0,3,0,870531,1,3,77.0
3499,3499,1003597,M,26-35,17,2,1,1,423681,0,2,40.0
